         4502012 function calls (4491405 primitive calls) in 32.785 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      224    0.001    0.000    0.002    0.000 utils.py:117(deprecate)
        1    0.001    0.001    0.001    0.001 tz.py:9(<module>)
     1956    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
     4335    0.001    0.000    0.001    0.000 {method 'strip' of 'unicode' objects}
       17    0.001    0.000    0.002    0.000 httplib.py:271(readheaders)
        1    0.001    0.001    0.001    0.001 cbook.py:7(<module>)
        1    0.001    0.001    0.011    0.011 basic.py:5(<module>)
        2    0.001    0.000    0.003    0.001 __init__.py:52(<module>)
        1    0.001    0.001    0.136    0.136 __init__.py:40(<module>)
      220    0.001    0.000    0.005    0.000 cbook.py:1134(dedent)
        1    0.001    0.001    0.001    0.001 collections.py:11(<module>)
        2    0.001    0.000    0.516    0.258 __init__.py:28(<module>)
       31    0.001    0.000    0.001    0.000 __init__.py:2837(_get_mro)
      313    0.001    0.000    0.004    0.000 _util.py:267(getargspec_no_self)
        1    0.001    0.001    0.001    0.001 csr.py:1(<module>)
     2215    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
       27    0.001    0.000    0.003    0.000 {eval}
        1    0.001    0.001    0.001    0.001 _numdiff.py:1(<module>)
      517    0.001    0.000    0.002    0.000 posixpath.py:97(splitext)
        1    0.001    0.001    0.200    0.200 main.py:120(_get_default_RosdepLookup)
        1    0.001    0.001    0.012    0.012 listener.py:28(<module>)
      635    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     5429    0.001    0.000    0.001    0.000 {thread.get_ident}
        1    0.001    0.001    0.001    0.001 dumper.py:2(<module>)
      103    0.001    0.000    0.018    0.000 socket.py:410(readline)
        1    0.001    0.001    0.001    0.001 npyio.py:1(<module>)
        1    0.001    0.001    0.001    0.001 os_detect.py:34(<module>)
        1    0.001    0.001    0.001    0.001 gentools.py:38(<module>)
        1    0.001    0.001    0.001    0.001 afm.py:34(<module>)
        1    0.001    0.001    0.001    0.001 case.py:1(<module>)
     2976    0.001    0.000    0.001    0.000 version.py:298(_parse_letter_version)
      390    0.001    0.000    0.002    0.000 codecs.py:311(decode)
        1    0.001    0.001    0.005    0.005 patches.py:3(<module>)
      500    0.001    0.000    0.001    0.000 my_ros_independent_class.py:37(__init__)
        1    0.001    0.001    0.006    0.006 packages.py:40(<module>)
        1    0.001    0.001    0.001    0.001 lapack.py:346(<module>)
       16    0.001    0.000   24.001    1.500 timer.py:87(sleep)
        1    0.001    0.001    0.003    0.003 iterative.py:1(<module>)
        1    0.001    0.001    0.002    0.002 numerictypes.py:82(<module>)
        1    0.001    0.001    0.450    0.450 manifest.py:373(parse_manifest_file)
        1    0.001    0.001    0.022    0.022 type_check.py:3(<module>)
      376    0.001    0.000    0.001    0.000 sre_parse.py:268(_escape)
       99    0.001    0.000    0.001    0.000 docstring.py:44(__call__)
      415    0.001    0.000    0.001    0.000 __init__.py:1528(_fn)
      186    0.001    0.000    0.009    0.000 {map}
      657    0.001    0.000    0.001    0.000 ElementTree.py:718(findtext)
     1465    0.001    0.000    0.001    0.000 artist.py:1138(is_alias)
        1    0.001    0.001    0.194    0.194 __init__.py:32(<module>)
        3    0.001    0.000    0.001    0.000 {posix.urandom}
     1737    0.001    0.000    0.001    0.000 {method 'lower' of 'unicode' objects}
  398/396    0.001    0.000    0.001    0.000 pyparsing.py:283(__init__)
        1    0.001    0.001    0.002    0.002 rrule.py:7(<module>)
      356    0.001    0.000    0.001    0.000 codecs.py:302(__init__)
        1    0.001    0.001    0.001    0.001 expat.py:1(<module>)
      501    0.000    0.000    0.002    0.000 __init__.py:1856(has_metadata)
       67    0.000    0.000    0.001    0.000 cm.py:35(revcmap)
        1    0.000    0.000    0.003    0.003 pilutil.py:7(<module>)
       46    0.000    0.000    0.072    0.002 topics.py:859(publish)
       10    0.000    0.000    0.000    0.000 {method 'shutdown' of '_socket.socket' objects}
      770    0.000    0.000    0.002    0.000 {all}
       81    0.000    0.000    0.001    0.000 rostime.py:183(get_rostime)
      359    0.000    0.000    0.001    0.000 xmlrpclib.py:825(end)
        1    0.000    0.000    0.031    0.031 requirements.py:4(<module>)
       87    0.000    0.000    0.001    0.000 threading.py:373(notify)
        1    0.000    0.000    0.001    0.001 topics.py:64(<module>)
        1    0.000    0.000    0.012    0.012 base.py:33(<module>)
       19    0.000    0.000    0.001    0.000 __init__.py:237(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:44(<module>)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
        1    0.000    0.000    0.002    0.002 legacy.py:34(<module>)
      359    0.000    0.000    0.000    0.000 xmlrpclib.py:813(start)
      369    0.000    0.000    0.002    0.000 genericpath.py:34(isfile)
      878    0.000    0.000    0.001    0.000 inspect.py:67(ismethod)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
        1    0.000    0.000    0.003    0.003 utils.py:5(<module>)
        1    0.000    0.000    0.001    0.001 rosdistro.py:1(<module>)
       45    0.000    0.000    0.055    0.001 msg.py:126(serialize_message)
       34    0.000    0.000    0.000    0.000 socket.py:280(close)
     3516    0.000    0.000    0.001    0.000 __init__.py:2142(_normalize_cached)
       25    0.000    0.000    0.002    0.000 abc.py:86(__new__)
        1    0.000    0.000    0.001    0.001 packages.py:35(<module>)
        1    0.000    0.000    0.001    0.001 pyplot.py:1855(get_plot_commands)
        1    0.000    0.000    0.002    0.002 installers.py:30(<module>)
     1000    0.000    0.000    0.000    0.000 my_ros_independent_class.py:28(get_pose_world)
       19    0.000    0.000    0.000    0.000 {method 'flush' of 'file' objects}
      270    0.000    0.000    0.001    0.000 sre_parse.py:236(_class_escape)
      181    0.000    0.000    0.000    0.000 {_sre.compile}
      185    0.000    0.000    0.146    0.001 re.py:192(compile)
        1    0.000    0.000    0.002    0.002 tcpros_service.py:33(<module>)
    63/49    0.000    0.000    0.001    0.000 abc.py:148(__subclasscheck__)
      181    0.000    0.000    0.091    0.001 sre_compile.py:552(_code)
      249    0.000    0.000    0.004    0.000 __init__.py:2506(activate)
      499    0.000    0.000    0.007    0.000 topics.py:736(_invoke_callback)
      130    0.000    0.000    0.000    0.000 pyparsing.py:807(__init__)
        1    0.000    0.000    0.004    0.004 __init__.py:34(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
        1    0.000    0.000    0.001    0.001 axes3d.py:11(<module>)
        6    0.000    0.000    0.002    0.000 patches.py:1758(_pprint_styles)
        1    0.000    0.000    0.189    0.189 gbpdistro_support.py:1(<module>)
      498    0.000    0.000    0.004    0.000 __init__.py:1373(safe_name)
        2    0.000    0.000    0.072    0.036 __init__.py:2(<module>)
   112/20    0.000    0.000    0.005    0.000 pyparsing.py:2358(parseImpl)
     2070    0.000    0.000    0.000    0.000 ElementPath.py:113(select)
      624    0.000    0.000    0.001    0.000 copy.py:267(_keep_alive)
      185    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     1089    0.000    0.000    0.001    0.000 inspect.py:142(isfunction)
      500    0.000    0.000    0.000    0.000 kalman_filter.py:19(__init__)
        1    0.000    0.000    0.005    0.005 __init__.py:108(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:30(<module>)
        1    0.000    0.000    0.014    0.014 message.py:38(<module>)
      878    0.000    0.000    0.001    0.000 <string>:8(__new__)
        1    0.000    0.000    0.003    0.003 init.py:39(<module>)
      824    0.000    0.000    0.000    0.000 six.py:184(find_module)
      102    0.000    0.000    0.002    0.000 _distn_infrastructure.py:588(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:21(<module>)
      199    0.000    0.000    0.003    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 registration.py:35(<module>)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:24(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:55(<module>)
        1    0.000    0.000    0.009    0.009 tokenize.py:23(<module>)
      657    0.000    0.000    0.000    0.000 {built-in method findtext}
      294    0.000    0.000    0.001    0.000 posixpath.py:120(dirname)
        1    0.000    0.000    0.006    0.006 decorators.py:15(<module>)
        1    0.000    0.000    0.005    0.005 _internal.py:6(<module>)
      276    0.000    0.000    0.001    0.000 genericpath.py:23(exists)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.001    0.001 rosout.py:35(<module>)
        1    0.000    0.000    0.010    0.010 _discrete_distns.py:5(<module>)
        1    0.000    0.000    0.001    0.001 mlab.py:163(<module>)
        1    0.000    0.000    0.023    0.023 masterapi.py:38(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:7(<module>)
        6    0.000    0.000    0.001    0.000 patches.py:1721(_pprint_table)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ssl.py:88(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:143(<module>)
        1    0.000    0.000    0.192    0.192 lookup.py:30(<module>)
      322    0.000    0.000    0.002    0.000 colors.py:214(is_color_like)
        2    0.000    0.000    0.005    0.003 __init__.py:35(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        8    0.000    0.000    0.000    0.000 {compile}
    106/2    0.000    0.000    0.001    0.000 pyparsing.py:969(_parseNoCache)
      878    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.000    0.000    0.004    0.004 markers.py:4(<module>)
        1    0.000    0.000    0.002    0.002 _multivariate.py:4(<module>)
       18    0.000    0.000    0.000    0.000 socket.py:189(__init__)
        1    0.000    0.000    0.181    0.181 debian.py:31(<module>)
        1    0.000    0.000    0.000    0.000 manifestlib.py:40(<module>)
        1    0.000    0.000    0.001    0.001 ElementTree.py:59(<module>)
       17    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
       13    0.000    0.000    0.010    0.001 _distn_infrastructure.py:2641(__init__)
        1    0.000    0.000    0.001    0.001 minidom.py:16(<module>)
        1    0.000    0.000    0.012    0.012 inspect.py:25(<module>)
       39    0.000    0.000    0.001    0.000 __init__.py:1612(param)
        1    0.000    0.000    0.001    0.001 cycler.py:1(<module>)
      246    0.000    0.000    0.002    0.000 __init__.py:1462(has_metadata)
       24    0.000    0.000    0.005    0.000 __init__.py:866(__init__)
        1    0.000    0.000    0.003    0.003 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 action_client.py:51(<module>)
        1    0.000    0.000    0.011    0.011 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:12(<module>)
        1    0.000    0.000    0.004    0.004 decimal.py:116(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:56(<module>)
       96    0.000    0.000    0.002    0.000 copy.py:234(_deepcopy_tuple)
     1554    0.000    0.000    0.000    0.000 core.py:316(is_initialized)
       25    0.000    0.000    0.000    0.000 artist.py:35(allow_rasterization)
        1    0.000    0.000    0.002    0.002 config.py:25(<module>)
       94    0.000    0.000    0.003    0.000 rcsetup.py:74(f)
        1    0.000    0.000    0.002    0.002 tcpros.py:43(<module>)
       13    0.000    0.000    0.001    0.000 path.py:103(__init__)
     1035    0.000    0.000    0.000    0.000 ElementPath.py:239(__init__)
        1    0.000    0.000    0.001    0.001 urllib.py:23(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:5(<module>)
      362    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
        1    0.000    0.000    0.001    0.001 subprocess.py:387(<module>)
       85    0.000    0.000    0.001    0.000 httplib.py:1020(putheader)
        2    0.000    0.000    0.003    0.002 rospack.py:33(<module>)
     1984    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
     1009    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
        1    0.000    0.000    0.004    0.004 morestats.py:5(<module>)
       17    0.000    0.000    0.020    0.001 httplib.py:446(begin)
     1199    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
      986    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       44    0.000    0.000    0.002    0.000 __init__.py:994(_open_file_or_url)
        1    0.000    0.000    0.001    0.001 misc.py:1(<module>)
     2969    0.000    0.000    0.000    0.000 {ord}
       25    0.000    0.000    0.000    0.000 urlparse.py:168(urlsplit)
     1545    0.000    0.000    0.000    0.000 {_sre.getlower}
        1    0.000    0.000    0.001    0.001 image.py:5(<module>)
        1    0.000    0.000    0.004    0.004 text.py:3(<module>)
        1    0.000    0.000    0.001    0.001 service.py:36(<module>)
      234    0.000    0.000    0.002    0.000 rcsetup.py:316(validate_color)
        1    0.000    0.000    0.001    0.001 msgs.py:33(<module>)
       11    0.000    0.000    0.189    0.017 sources_list.py:184(create_model)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
     1509    0.000    0.000    0.000    0.000 registration.py:61(get_topic_manager)
        1    0.000    0.000    0.000    0.000 zipfile.py:433(_GenerateCRCTable)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:3090(ArrowStyle)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
      108    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
    100/6    0.000    0.000    0.002    0.000 pyparsing.py:1037(_parseCache)
        1    0.000    0.000    0.005    0.005 feedparser.py:20(<module>)
     1541    0.000    0.000    0.000    0.000 names.py:312(get_name)
       48    0.000    0.000    0.001    0.000 copy.py:253(_deepcopy_dict)
        1    0.000    0.000    0.005    0.005 mathtext.py:2595(<lambda>)
       15    0.000    0.000    0.000    0.000 _TFMessage.py:107(serialize)
        1    0.000    0.000    0.002    0.002 roslogging.py:35(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
       75    0.000    0.000    0.000    0.000 __init__.py:890(__getitem__)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
